architecture_family_id,architecture_family_label,agreements,rank_within_family,index_name,family_mean,overall_mean,deviation_from_sample
8,Export Liberalisation and Regulatory Compatibility Architecture,19,64,TFC_origin_admin,0.6210526315789474,0.5794392523364484,0.04161337924249897
8,Export Liberalisation and Regulatory Compatibility Architecture,19,65,inbest_soc_reg,0.14619883040935672,0.10938040844582901,0.036818421963527706
8,Export Liberalisation and Regulatory Compatibility Architecture,19,66,PP_new _issues,0.15789473684210525,0.1285046728971963,0.02939006394490895
8,Export Liberalisation and Regulatory Compatibility Architecture,19,67,PP_Overview,0.3552631578947369,0.3271028037383178,0.0281603541564191
8,Export Liberalisation and Regulatory Compatibility Architecture,19,68,TBT_tech_reg,0.11403508771929824,0.08670820353063344,0.027326884188664802
8,Export Liberalisation and Regulatory Compatibility Architecture,19,69,TFC_procedural_simplification,0.22631578947368422,0.20841121495327103,0.01790457452041319
8,Export Liberalisation and Regulatory Compatibility Architecture,19,70,AD_lev2,0.17402376910016978,0.15626570193950357,0.01775806716066622
8,Export Liberalisation and Regulatory Compatibility Architecture,19,71,VA_coverage,0.12280701754385964,0.10591900311526484,0.016888014428594805
8,Export Liberalisation and Regulatory Compatibility Architecture,19,72,IPR_coordination,0.15789473684210525,0.14563862928348906,0.012256107558616197
8,Export Liberalisation and Regulatory Compatibility Architecture,19,73,subsid_enforcement,0.44360902255639095,0.4334668446817979,0.010142177874593039
8,Export Liberalisation and Regulatory Compatibility Architecture,19,74,subsid_substantive,0.2631578947368421,0.25651373548569806,0.006644159251144033
8,Export Liberalisation and Regulatory Compatibility Architecture,19,75,TBT_standards,0.07368421052631577,0.06853582554517135,0.0051483849811444216
8,Export Liberalisation and Regulatory Compatibility Architecture,19,76,export_admin_fee,0.16842105263157894,0.16386292834890964,0.004558124282669301
8,Export Liberalisation and Regulatory Compatibility Architecture,19,77,env_trade,0.3007518796992481,0.3008455718736093,-9.369217436117072e-5
8,Export Liberalisation and Regulatory Compatibility Architecture,19,78,VA_DS,0.17543859649122806,0.17757009345794394,-0.0021314969667158845
8,Export Liberalisation and Regulatory Compatibility Architecture,19,79,export_licensing,0.021052631578947368,0.028660436137071626,-0.007607804558124258
8,Export Liberalisation and Regulatory Compatibility Architecture,19,80,VA_framework_gov,0.06578947368421054,0.07398753894080994,-0.008198065256599399
8,Export Liberalisation and Regulatory Compatibility Architecture,19,81,MoC_prudential_measures,0.42105263157894735,0.43068535825545173,-0.009632726676504388
8,Export Liberalisation and Regulatory Compatibility Architecture,19,82,subsid_transparency,0.1842105263157895,0.19392523364485972,-0.009714707329070232
8,Export Liberalisation and Regulatory Compatibility Architecture,19,83,soe_misc,0,0.012461059190031152,-0.012461059190031152
8,Export Liberalisation and Regulatory Compatibility Architecture,19,84,soe_SDT,0,0.01401869158878507,-0.01401869158878507
8,Export Liberalisation and Regulatory Compatibility Architecture,19,85,PP_DS,0.23684210526315788,0.2601246105919003,-0.023282505328742403
8,Export Liberalisation and Regulatory Compatibility Architecture,19,86,subsid_SDT,0.02631578947368422,0.054517133956386306,-0.028201344482702086
8,Export Liberalisation and Regulatory Compatibility Architecture,19,87,IPR_NT,0.18421052631578946,0.21339563862928343,-0.029185112313493966
8,Export Liberalisation and Regulatory Compatibility Architecture,19,88,IPR_patents,0.07518796992481203,0.10903426791277263,-0.0338462979879606
8,Export Liberalisation and Regulatory Compatibility Architecture,19,89,IPR_copyright,0.20676691729323307,0.24543836226079213,-0.03867144496755906
8,Export Liberalisation and Regulatory Compatibility Architecture,19,90,IPR_transparency,0.04605263157894737,0.0883956386292834,-0.04234300705033603
8,Export Liberalisation and Regulatory Compatibility Architecture,19,91,PP_coverage,0.2151029748283753,0.2591087633753216,-0.04400578854694634
